Product_ID,Product_Name,Category,Brand,Cost_Price,Selling_Price,Supplier_ID,Launch_Date,Status
1089,Laptop Cooling Pad,Accessories,Zebronics,689,976,228,2022-03-21,Inactive
1090,Smart Speaker,Electronics,Amazon,2017,3721,229,2024-07-31,Active
1091,Action Camera 4K,Electronics,GoPro,16442,26856,230,2023-04-02,Active
1092,Ring Light 18-inch,Accessories,Digitek,1090,1930,231,2022-05-23,Discontinued
1093,Tripod Flexible,Accessories,Joby,831,1541,232,2024-03-29,Active
1094,Microphone USB,Electronics,Blue,4964,6763,233,2022-02-26,Active
1095,Headphone Stand,Accessories,Satechi,890,1215,234,2023-06-28,Active
1096,Docking Station,Electronics,Dell,5351,7752,204,2023-10-05,Active
1097,Privacy Screen Filter,Accessories,3M,1019,1384,227,2025-03-26,Active
1098,Ergonomic Mouse Vertical,Electronics,Anker,846,1579,202,2024-11-30,Inactive
1099,Trackball Mouse,Electronics,Logitech,3237,5218,201,2023-02-08,Active
1100,Fingerprint Reader USB,Electronics,Kensington,1568,3098,226,2023-11-08,Active
1101,Wireless Mouse,Electronics,Logitech,472,647,201,2023-09-08,Active
1102,Bluetooth Keyboard,Electronics,Logitech,819,1157,201,2023-08-29,Active
1103,USB-C Hub 7-in-1,Electronics,Anker,563,1032,202,2024-02-16,Active
1104,Noise Cancelling Headphones,Electronics,Sony,4708,6649,203,2023-09-09,Active
1105,27-inch Monitor,Electronics,Dell,13751,18254,204,2023-03-07,Active
1106,Mechanical Keyboard,Electronics,Keychron,2867,4432,205,2024-08-10,Active
1107,Webcam 1080p,Electronics,Logitech,1158,1803,201,2022-12-14,Active
1108,Laptop Stand Aluminium,Accessories,Nexstand,355,722,206,2025-06-22,Active
1109,Desk Lamp LED,Furniture,Philips,570,944,207,2023-09-28,Active
1110,Office Chair Ergonomic,Furniture,Green Soul,7733,12667,208,2023-05-17,Discontinued
1111,Wireless Charger 15W,Electronics,Anker,351,631,202,2024-07-21,Active
1112,Portable SSD 1TB,Electronics,Samsung,3325,4693,209,2024-02-26,Active
1113,Smart Watch Series 5,Wearables,Noise,1939,3608,210,2022-01-12,Inactive
1114,Fitness Band Pro,Wearables,Mi,1086,1722,211,2024-05-20,Active
1115,Bluetooth Speaker,Electronics,JBL,1964,3117,212,2024-08-09,Active
1116,Power Bank 20000mAh,Electronics,Anker,823,1603,202,2024-07-23,Active
1117,Desk Organizer Wood,Accessories,Miniso,247,452,213,2025-02-18,Active
1118,Cable Management Kit,Accessories,Ugreen,204,376,214,2025-06-08,Active
1119,Gaming Mouse Pad XL,Accessories,Corsair,469,689,215,2025-01-27,Active
1120,4K Webcam,Electronics,Logitech,5207,9650,201,2024-07-10,Active
1121,Wireless Earbuds,Electronics,boAt,1109,2054,216,2024-12-03,Active
1122,Monitor Arm Dual,Accessories,Fleximounts,1475,2568,217,2023-08-09,Active
1123,Smart Plug WiFi,Electronics,TP-Link,266,538,218,2022-06-15,Active
1124,Laptop Backpack 15.6,Accessories,Wildcraft,818,1557,219,2023-03-15,Active
1125,Drawing Tablet,Electronics,Wacom,6028,9580,220,2024-05-01,Active
1126,Smart LED Bulb,Electronics,Syska,165,292,221,2025-04-11,Inactive
1127,Foldable Desk,Furniture,Durian,3595,7532,222,2025-03-25,Active
1128,Gaming Chair,Furniture,Green Soul,8347,15525,208,2024-03-09,Inactive
1129,Portable Projector,Electronics,MI,8520,11805,299,2025-01-23,Active
1130,WiFi Router AC1200,Electronics,TP-Link,1343,1994,218,2023-07-13,Active
1131,Network Switch 8-Port,Electronics,D-Link,842,1547,236,2024-04-08,Active
1132,Surge Protector 6-in-1,Accessories,Belkin,716,1083,235,2025-06-28,Active
1133,Cable Organizer Bag,Accessories,Ugreen,135,254,214,2022-02-25,Active
1134,Smartphone Stand,Accessories,Portronics,176,375,223,2023-01-08,Active
1135,USB Flash Drive 64GB,Electronics,SanDisk,270,470,224,2023-11-01,Active
1136,External HDD 2TB,Electronics,Seagate,4233,5733,225,2024-05-13,Active
1137,Keyboard Wrist Rest,Accessories,Kensington,280,496,226,2025-01-09,Active
1138,Monitor Cleaning Kit,Accessories,3M,204,330,227,2022-05-21,Active
1139,Laptop Cooling Pad,Accessories,Zebronics,680,1050,228,2023-05-22,Active
1140,Smart Speaker,Electronics,Amazon,1883,3256,229,2022-09-16,Active
1141,Action Camera 4K,Electronics,GoPro,13265,27238,230,2024-08-10,Active
1142,Ring Light 18-inch,Accessories,Digitek,1296,1866,231,2025-05-28,Discontinued
1143,Tripod Flexible,Accessories,Joby,948,1582,232,2022-12-02,Discontinued
1144,Microphone USB,Electronics,Blue,3971,6335,233,2023-10-01,Active
1145,Headphone Stand,Accessories,Satechi,875,1267,234,2023-02-11,Active
1146,Docking Station,Electronics,Dell,5497,8203,204,2022-07-28,Active
1147,Privacy Screen Filter,Accessories,3M,837,1554,227,2022-09-05,Active
1148,Ergonomic Mouse Vertical,Electronics,Anker,999,1452,202,2024-12-27,Active
1149,Trackball Mouse,Electronics,Logitech,3076,5005,201,2023-11-30,Active
1150,Fingerprint Reader USB,Electronics,Kensington,1757,2993,226,2024-06-06,Discontinued
1151,Wireless Mouse,Electronics,Logitech,468,745,201,2022-11-10,Active
1152,Bluetooth Keyboard,Electronics,Logitech,835,1311,201,2023-07-08,Active
1153,USB-C Hub 7-in-1,Electronics,Anker,698,1054,202,2024-08-10,Active
1154,Noise Cancelling Headphones,Electronics,Sony,4491,6198,203,2023-05-18,Active
1155,27-inch Monitor,Electronics,Dell,10950,20449,204,2023-05-15,Active
1156,Mechanical Keyboard,Electronics,Keychron,2859,4444,205,2023-11-20,Active
1157,Webcam 1080p,Electronics,Logitech,1216,1685,201,2023-03-11,Active
1158,Laptop Stand Aluminium,Accessories,Nexstand,352,668,206,2025-05-05,Active
1159,Desk Lamp LED,Furniture,Philips,485,811,207,2023-01-27,Active
1160,Office Chair Ergonomic,Furniture,Green Soul,9061,13967,208,2023-05-08,Active
1161,Wireless Charger 15W,Electronics,Anker,355,598,202,2022-02-05,Active
1162,Portable SSD 1TB,Electronics,Samsung,2933,5191,209,2023-09-20,Active
1163,Smart Watch Series 5,Wearables,Noise,2017,3536,210,2023-12-06,Active
1164,Fitness Band Pro,Wearables,Mi,1052,1545,211,2024-07-18,Active
1165,Bluetooth Speaker,Electronics,JBL,1666,2771,212,2023-01-30,Active
1166,Power Bank 20000mAh,Electronics,Anker,955,1634,202,2023-01-15,Active
1167,Desk Organizer Wood,Accessories,Miniso,268,429,213,2025-04-22,Discontinued
1168,Cable Management Kit,Accessories,Ugreen,181,334,214,2022-07-25,Active
1169,Gaming Mouse Pad XL,Accessories,Corsair,394,680,215,2023-09-12,Active
1170,4K Webcam,Electronics,Logitech,5859,8593,201,2022-04-22,Active
1171,Wireless Earbuds,Electronics,boAt,1271,1850,216,2024-10-02,Active
1172,Monitor Arm Dual,Accessories,Fleximounts,1366,2487,217,2024-09-07,Active
1173,Smart Plug WiFi,Electronics,TP-Link,253,454,218,2024-09-05,Active
1174,Laptop Backpack 15.6,Accessories,Wildcraft,774,1497,219,2025-03-27,Active
1175,Drawing Tablet,Electronics,Wacom,5370,8833,220,2025-02-26,Inactive
1176,Smart LED Bulb,Electronics,Syska,131,284,221,2025-02-16,Active
1177,Foldable Desk,Furniture,Durian,4334,7406,222,2023-04-08,Active
1178,Gaming Chair,Furniture,Green Soul,9448,17306,208,2023-09-01,Inactive
1179,Portable Projector,Electronics,MI,8603,11532,299,2025-06-25,Active
1180,WiFi Router AC1200,Electronics,TP-Link,1366,1839,218,2023-03-02,Active
1181,Network Switch 8-Port,Electronics,D-Link,911,1465,236,2023-05-07,Active
1182,Surge Protector 6-in-1,Accessories,Belkin,567,900,235,2024-07-11,Active
1183,Cable Organizer Bag,Accessories,Ugreen,119,226,214,2023-08-14,Active
1184,Smartphone Stand,Accessories,Portronics,191,346,223,2023-04-24,Inactive
1185,USB Flash Drive 64GB,Electronics,SanDisk,304,511,224,2023-02-10,Active
1186,External HDD 2TB,Electronics,Seagate,3851,6176,225,2023-06-29,Active
1187,Keyboard Wrist Rest,Accessories,Kensington,279,512,226,2023-09-22,Active
1188,Monitor Cleaning Kit,Accessories,3M,198,378,227,2024-06-18,Active
1189,Laptop Cooling Pad,Accessories,Zebronics,687,1039,228,2023-07-12,Active
1190,Smart Speaker,Electronics,Amazon,2196,3205,229,2022-03-23,Inactive
1191,Action Camera 4K,Electronics,GoPro,16055,25518,230,2022-02-22,Active
1192,Ring Light 18-inch,Accessories,Digitek,1366,2133,231,2025-03-24,Active
1193,Tripod Flexible,Accessories,Joby,762,1578,232,2023-07-06,Active
1194,Microphone USB,Electronics,Blue,4855,6544,233,2024-11-28,Active
1195,Headphone Stand,Accessories,Satechi,877,1216,234,2025-04-13,Active
1196,Docking Station,Electronics,Dell,5690,8749,204,2024-08-20,Active
1197,Privacy Screen Filter,Accessories,3M,845,1550,227,2022-11-26,Active
1198,Ergonomic Mouse Vertical,Electronics,Anker,1037,1531,202,2024-03-31,Active
1199,Trackball Mouse,Electronics,Logitech,3248,4954,201,2023-10-07,Active
1200,Fingerprint Reader USB,Electronics,Kensington,1593,3162,226,2024-11-19,Active
1201,Wireless Mouse,Electronics,Logitech,383,751,201,2024-08-04,Active
1202,Bluetooth Keyboard,Electronics,Logitech,707,1166,201,2024-10-17,Active
1203,USB-C Hub 7-in-1,Electronics,Anker,668,940,202,2025-01-29,Active
1204,Noise Cancelling Headphones,Electronics,Sony,3933,6994,203,2024-09-19,Active
1205,27-inch Monitor,Electronics,Dell,14274,19413,204,2023-05-06,Active
1206,Mechanical Keyboard,Electronics,Keychron,2641,3881,205,2024-04-15,Active
1207,Webcam 1080p,Electronics,Logitech,1262,1948,201,2024-08-03,Inactive
1208,Laptop Stand Aluminium,Accessories,Nexstand,397,651,206,2023-08-21,Active
1209,Desk Lamp LED,Furniture,Philips,485,959,207,2024-08-25,Active
1210,Office Chair Ergonomic,Furniture,Green Soul,8631,13673,208,2025-05-12,Active
1211,Wireless Charger 15W,Electronics,Anker,379,643,202,2023-07-20,Active
1212,Portable SSD 1TB,Electronics,Samsung,3540,4839,209,2024-11-05,Active
1213,Smart Watch Series 5,Wearables,Noise,1787,3657,210,2025-04-17,Active
1214,Fitness Band Pro,Wearables,Mi,1027,1716,211,2024-07-03,Active
1215,Bluetooth Speaker,Electronics,JBL,1716,3030,212,2025-01-17,Active
1216,Power Bank 20000mAh,Electronics,Anker,1006,1610,202,2023-05-05,Active
1217,Desk Organizer Wood,Accessories,Miniso,230,474,213,2022-03-31,Active
1218,Cable Management Kit,Accessories,Ugreen,179,378,214,2024-02-20,Active
1219,Gaming Mouse Pad XL,Accessories,Corsair,441,744,215,2022-11-08,Active
1220,4K Webcam,Electronics,Logitech,4994,9003,201,2025-04-23,Active
1221,Wireless Earbuds,Electronics,boAt,1056,2137,216,2022-07-24,Active
1222,Monitor Arm Dual,Accessories,Fleximounts,1579,2715,217,2024-04-19,Inactive
1223,Smart Plug WiFi,Electronics,TP-Link,319,457,218,2023-06-27,Active
1224,Laptop Backpack 15.6,Accessories,Wildcraft,941,1544,219,2023-11-04,Inactive
1225,Drawing Tablet,Electronics,Wacom,6868,9271,220,2023-10-11,Active
1226,Smart LED Bulb,Electronics,Syska,167,298,221,2025-01-13,Active
1227,Foldable Desk,Furniture,Durian,3656,7183,222,2023-08-12,Discontinued
1228,Gaming Chair,Furniture,Green Soul,10525,15788,208,2022-07-21,Active
1229,Portable Projector,Electronics,MI,7959,11040,299,2022-12-07,Active
1230,WiFi Router AC1200,Electronics,TP-Link,1345,1817,218,2022-04-25,Active
1231,Network Switch 8-Port,Electronics,D-Link,943,1486,236,2024-12-23,Active
1232,Surge Protector 6-in-1,Accessories,Belkin,685,935,235,2022-12-25,Active
1233,Cable Organizer Bag,Accessories,Ugreen,133,255,214,2023-05-09,Active
1234,Smartphone Stand,Accessories,Portronics,184,330,223,2023-06-05,Active
1235,USB Flash Drive 64GB,Electronics,SanDisk,294,539,224,2024-08-10,Inactive
1236,External HDD 2TB,Electronics,Seagate,4002,5589,225,2024-06-23,Inactive
1237,Keyboard Wrist Rest,Accessories,Kensington,367,527,226,2024-05-18,Active
1238,Monitor Cleaning Kit,Accessories,3M,178,335,227,2024-02-27,Inactive
1239,Laptop Cooling Pad,Accessories,Zebronics,573,975,228,2024-01-06,Active
1240,Smart Speaker,Electronics,Amazon,2525,3356,229,2024-03-21,Active
1241,Action Camera 4K,Electronics,GoPro,15297,25928,230,2022-04-11,Inactive
1242,Ring Light 18-inch,Accessories,Digitek,1288,2132,231,2023-08-10,Active
1243,Tripod Flexible,Accessories,Joby,818,1590,232,2023-03-25,Active
1244,Microphone USB,Electronics,Blue,4663,7248,233,2022-10-08,Active
1245,Headphone Stand,Accessories,Satechi,874,1337,234,2023-09-25,Active
1246,Docking Station,Electronics,Dell,4472,7783,204,2022-09-27,Active
1247,Privacy Screen Filter,Accessories,3M,835,1573,227,2022-12-26,Active
1248,Ergonomic Mouse Vertical,Electronics,Anker,1064,1719,202,2024-01-20,Active
1249,Trackball Mouse,Electronics,Logitech,3597,5329,201,2023-06-11,Inactive
1250,Fingerprint Reader USB,Electronics,Kensington,2040,3279,226,2023-08-28,Active
1251,Wireless Mouse,Electronics,Logitech,428,645,201,2022-06-04,Active
1252,Bluetooth Keyboard,Electronics,Logitech,889,1285,201,2024-03-24,Discontinued
1253,USB-C Hub 7-in-1,Electronics,Anker,677,972,202,2024-03-19,Active
1254,Noise Cancelling Headphones,Electronics,Sony,4246,6440,203,2023-06-21,Active
1255,27-inch Monitor,Electronics,Dell,13709,20672,204,2022-08-10,Active
1256,Mechanical Keyboard,Electronics,Keychron,2776,4402,205,2025-02-23,Active
1257,Webcam 1080p,Electronics,Logitech,1136,1852,201,2024-08-08,Inactive
1258,Laptop Stand Aluminium,Accessories,Nexstand,357,686,206,2022-10-14,Active
1259,Desk Lamp LED,Furniture,Philips,448,988,207,2022-08-26,Active
1260,Office Chair Ergonomic,Furniture,Green Soul,9488,12979,208,2024-07-18,Active
1261,Wireless Charger 15W,Electronics,Anker,386,623,202,2025-01-11,Active
1262,Portable SSD 1TB,Electronics,Samsung,3433,4654,209,2024-04-29,Active
1263,Smart Watch Series 5,Wearables,Noise,2310,3580,210,2023-07-27,Active
1264,Fitness Band Pro,Wearables,Mi,942,1581,211,2023-04-29,Inactive
1265,Bluetooth Speaker,Electronics,JBL,1584,3110,212,2025-01-20,Inactive
1266,Power Bank 20000mAh,Electronics,Anker,929,1367,202,2023-07-20,Active
1267,Desk Organizer Wood,Accessories,Miniso,222,480,213,2024-07-20,Active
1268,Cable Management Kit,Accessories,Ugreen,164,359,214,2022-02-13,Active
1269,Gaming Mouse Pad XL,Accessories,Corsair,399,767,215,2025-03-02,Active
1270,4K Webcam,Electronics,Logitech,6374,9097,201,2025-04-15,Active
1271,Wireless Earbuds,Electronics,boAt,1333,1930,216,2022-10-30,Active
1272,Monitor Arm Dual,Accessories,Fleximounts,1646,2483,217,2022-10-24,Discontinued
1273,Smart Plug WiFi,Electronics,TP-Link,283,529,218,2022-08-14,Active
1274,Laptop Backpack 15.6,Accessories,Wildcraft,763,1354,219,2023-05-03,Active
1275,Drawing Tablet,Electronics,Wacom,5299,9053,220,2022-09-17,Active
1276,Smart LED Bulb,Electronics,Syska,151,314,221,2024-09-02,Active
1277,Foldable Desk,Furniture,Durian,4026,7130,222,2024-07-14,Active
1278,Gaming Chair,Furniture,Green Soul,11110,14538,208,2024-12-03,Active
1279,Portable Projector,Electronics,MI,7823,10874,299,2024-09-07,Active
1280,WiFi Router AC1200,Electronics,TP-Link,1173,1842,218,2024-06-27,Active
1281,Network Switch 8-Port,Electronics,D-Link,857,1634,236,2022-05-15,Active
1282,Surge Protector 6-in-1,Accessories,Belkin,674,1016,235,2023-10-28,Active
1283,Cable Organizer Bag,Accessories,Ugreen,124,239,214,2024-11-01,Active
1284,Smartphone Stand,Accessories,Portronics,158,363,223,2025-02-03,Active
1285,USB Flash Drive 64GB,Electronics,SanDisk,256,494,224,2023-04-13,Active
1286,External HDD 2TB,Electronics,Seagate,4173,5877,225,2022-07-14,Active
1287,Keyboard Wrist Rest,Accessories,Kensington,302,522,226,2022-11-09,Active
1288,Monitor Cleaning Kit,Accessories,3M,179,320,227,2022-06-24,Active
1289,Laptop Cooling Pad,Accessories,Zebronics,571,1047,228,2022-09-24,Active
1290,Smart Speaker,Electronics,Amazon,2257,3542,229,2023-11-07,Active
1291,Action Camera 4K,Electronics,GoPro,14599,26867,230,2024-05-16,Inactive
1292,Ring Light 18-inch,Accessories,Digitek,1280,2186,231,2025-05-14,Active
1293,Tripod Flexible,Accessories,Joby,784,1501,232,2022-11-13,Active
1294,Microphone USB,Electronics,Blue,4128,6451,233,2025-02-13,Active
1295,Headphone Stand,Accessories,Satechi,841,1318,234,2024-05-28,Active
1296,Docking Station,Electronics,Dell,5940,8508,204,2025-06-10,Active
1297,Privacy Screen Filter,Accessories,3M,905,1532,227,2023-07-02,Active
1298,Ergonomic Mouse Vertical,Electronics,Anker,913,1683,202,2023-11-27,Active
1299,Trackball Mouse,Electronics,Logitech,2894,4642,201,2024-03-31,Active
1300,Fingerprint Reader USB,Electronics,Kensington,1930,3282,226,2022-07-07,Active
1301,Wireless Mouse,Electronics,Logitech,412,688,201,2023-11-30,Active
1302,Bluetooth Keyboard,Electronics,Logitech,736,1157,201,2025-03-08,Active
1303,USB-C Hub 7-in-1,Electronics,Anker,691,930,202,2025-06-19,Active
1304,Noise Cancelling Headphones,Electronics,Sony,3673,6425,203,2024-05-18,Active
1305,27-inch Monitor,Electronics,Dell,12283,18137,204,2024-11-15,Active
1306,Mechanical Keyboard,Electronics,Keychron,2741,4113,205,2025-04-29,Active
1307,Webcam 1080p,Electronics,Logitech,1155,1635,201,2024-03-20,Discontinued
1308,Laptop Stand Aluminium,Accessories,Nexstand,329,658,206,2023-03-09,Active
1309,Desk Lamp LED,Furniture,Philips,561,861,207,2022-09-03,Active
1310,Office Chair Ergonomic,Furniture,Green Soul,9130,13091,208,2024-02-18,Active
1311,Wireless Charger 15W,Electronics,Anker,312,606,202,2023-12-27,Active
1312,Portable SSD 1TB,Electronics,Samsung,3547,4541,209,2022-02-08,Active
1313,Smart Watch Series 5,Wearables,Noise,1834,3368,210,2024-05-29,Active
1314,Fitness Band Pro,Wearables,Mi,1042,1573,211,2022-08-24,Active
1315,Bluetooth Speaker,Electronics,JBL,2052,2802,212,2025-06-19,Active
1316,Power Bank 20000mAh,Electronics,Anker,941,1458,202,2024-06-13,Active
1317,Desk Organizer Wood,Accessories,Miniso,231,457,213,2024-12-09,Active
1318,Cable Management Kit,Accessories,Ugreen,200,366,214,2023-03-30,Active
1319,Gaming Mouse Pad XL,Accessories,Corsair,378,700,215,2022-08-22,Active
1320,4K Webcam,Electronics,Logitech,5267,9496,201,2023-12-21,Active
1321,Wireless Earbuds,Electronics,boAt,1315,2125,216,2023-04-29,Active
1322,Monitor Arm Dual,Accessories,Fleximounts,1483,2429,217,2022-11-10,Active
1323,Smart Plug WiFi,Electronics,TP-Link,293,467,218,2024-10-08,Active
1324,Laptop Backpack 15.6,Accessories,Wildcraft,907,1523,219,2025-03-02,Active
1325,Drawing Tablet,Electronics,Wacom,7105,9163,220,2023-10-10,Active
1326,Smart LED Bulb,Electronics,Syska,131,296,221,2023-09-13,Active
1327,Foldable Desk,Furniture,Durian,4315,6792,222,2022-06-01,Active
1328,Gaming Chair,Furniture,Green Soul,9659,14581,208,2023-08-11,Active
1329,Portable Projector,Electronics,MI,8320,12852,299,2025-06-13,Active
1330,WiFi Router AC1200,Electronics,TP-Link,1158,2031,218,2022-03-26,Active
1331,Network Switch 8-Port,Electronics,D-Link,1071,1648,236,2023-10-21,Active
1332,Surge Protector 6-in-1,Accessories,Belkin,650,1090,235,2024-07-11,Active
1333,Cable Organizer Bag,Accessories,Ugreen,134,241,214,2022-06-22,Active
1334,Smartphone Stand,Accessories,Portronics,162,331,223,2024-06-15,Discontinued
1335,USB Flash Drive 64GB,Electronics,SanDisk,282,510,224,2024-01-16,Active
1336,External HDD 2TB,Electronics,Seagate,3552,5890,225,2023-11-24,Active
1337,Keyboard Wrist Rest,Accessories,Kensington,277,563,226,2023-11-17,Active
1338,Monitor Cleaning Kit,Accessories,3M,158,361,227,2023-08-05,Active
1339,Laptop Cooling Pad,Accessories,Zebronics,719,1092,228,2025-05-19,Inactive
